userId,count
671,165
692,119
504,114
4947,100
1016,97
997,95
1226,95
4188,94
1947,92
1691,87
717,86
501,83
1906,82
3283,82
4237,76
156,76
779,72
2675,68
363,68
3875,65
4270,65
571,64
123,64
4704,62
1821,61
1416,57
1678,56
3231,56
1728,55
1009,54
3373,53
116,53
635,52
915,52
1139,51
1513,50
551,50
3585,49
1837,48
2144,47
1026,47
4667,46
2053,46
3038,44
4161,44
235,44
467,43
1086,43
783,42
2272,41
3181,41
3334,41
4696,40
1023,40
4931,39
2840,37
1633,37
2820,37
938,36
2371,36
4356,36
3894,36
2298,36
1198,36
4182,35
1000,34
3258,34
555,32
701,32
2585,32
2926,31
3736,31
2563,31
3462,31
3887,30
4114,30
911,30
1745,29
1644,28
818,28
1801,28
4082,28
2273,28
26,27
3635,26
2756,25
4999,24
3238,24
4463,24
316,23
3830,22
1824,22
4482,22
2784,21
4565,21
4639,21
1635,20
18,20
180,20
847,20
3580,19
1038,19
4648,19
332,19
3,18
1593,18
2714,17
953,17
1616,17
2453,17
2883,17
1682,16
650,16
1651,15
4865,15
770,15
244,15
2819,14
794,14
521,13
3720,13
4540,13
3195,13
96,13
2687,13
2238,13
2381,13
4786,12
1039,12
3676,12
4309,12
130,12
3042,11
716,11
3077,11
2531,10
11,10
1977,10
2537,10
654,10
143,10
1368,10
2857,10
3095,9
5027,9
1437,9
3899,9
922,9
400,9
3227,9
1548,9
893,9
2888,8
740,8
1775,8
2975,8
2610,8
219,8
4815,8
604,8
1356,8
2465,8
3465,8
4933,8
729,8
1399,8
4771,8
1221,8
2881,8
3400,8
3209,8
4687,8
1717,8
926,7
1729,7
1836,7
4508,7
2426,7
3330,7
1068,7
394,7
79,7
795,7
13,7
2527,7
2732,7
3200,7
4997,7
4289,6
3379,6
2774,6
3999,6
1191,6
1454,6
2741,6
2091,6
4158,6
4461,6
1946,6
2971,6
935,6
1087,6
1716,6
3256,6
612,6
3531,6
1293,6
1179,6
4298,6
1081,6
2876,6
1447,6
3041,6
3486,6
4324,6
1401,6
4168,6
1019,6
1614,6
2950,6
2796,6
3136,6
460,6
2312,6
4604,6
3033,6
1686,6
1934,6
1142,6
3517,5
4988,5
2628,5
940,5
989,5
2889,5
1679,5
107,5
1269,5
4661,5
2048,5
2711,5
274,5
3112,5
3760,5
1060,5
3930,5
2242,5
1857,5
4785,5
429,5
335,5
4275,5
4169,5
1538,5
913,5
744,5
3832,5
2992,5
998,5
3555,5
965,5
2632,5
2792,5
4056,5
153,5
564,5
2783,5
1328,5
2595,5
1743,5
2338,5
4898,5
1417,5
66,5
3829,5
3448,5
664,5
787,5
4521,5
1382,5
2133,5
3249,4
2402,4
3641,4
3819,4
1412,4
3581,4
3728,4
432,4
1296,4
951,4
3137,4
3692,4
850,4
3946,4
4877,4
3125,4
476,4
3092,4
3640,4
1777,4
3511,4
2481,4
1053,4
228,4
4944,4
4137,4
4459,4
1391,4
2297,4
1358,4
4641,4
2520,4
2491,4
376,4
373,4
1120,4
3704,4
2175,4
673,4
1410,4
1132,4
561,4
4861,4
3445,4
4634,4
463,4
397,4
3075,4
2104,4
4386,4
2960,4
2218,4
2042,4
417,4
1103,4
4600,4
3051,4
196,4
1991,4
1409,4
572,4
3419,4
4882,4
2360,4
2743,4
1042,4
2379,4
3271,4
3404,4
3312,3
4015,3
1556,3
1298,3
3642,3
2478,3
1089,3
4271,3
3801,3
742,3
3279,3
4904,3
4652,3
824,3
1866,3
3960,3
3724,3
4125,3
1254,3
2099,3
3980,3
601,3
4644,3
841,3
2217,3
3540,3
1113,3
1656,3
2373,3
1311,3
723,3
822,3
977,3
755,3
4462,3
4668,3
416,3
4091,3
1044,3
757,3
3011,3
186,3
1937,3
1896,3
3768,3
3985,3
2220,3
2938,3
1285,3
1806,3
255,3
934,3
3205,3
39,3
1542,3
1189,3
2065,3
1553,3
157,3
4522,3
2424,3
767,3
2057,3
2961,3
4804,3
1933,3
3715,3
2464,3
4403,3
2201,3
2111,3
924,3
2845,3
5030,3
2441,3
4239,3
413,3
2293,3
3915,3
436,3
297,3
1116,3
2643,3
3085,3
3616,3
759,3
269,3
1680,3
3598,3
1289,3
266,3
4851,3
1986,3
3143,3
3708,3
909,3
4657,3
3284,3
3434,3
1083,3
2301,3
1522,3
1265,2
2034,2
5052,2
3661,2
3140,2
4189,2
4638,2
2058,2
3777,2
3325,2
2778,2
2791,2
878,2
1535,2
4951,2
1988,2
3927,2
2749,2
2309,2
2580,2
3080,2
3105,2
1613,2
594,2
1387,2
4444,2
1909,2
4879,2
221,2
1592,2
4976,2
2612,2
2357,2
1893,2
4445,2
3939,2
2631,2
3774,2
4404,2
2860,2
1786,2
4472,2
4498,2
3757,2
1172,2
2621,2
3896,2
1302,2
2269,2
694,2
1027,2
4810,2
3907,2
1683,2
2636,2
2245,2
288,2
3122,2
4051,2
1714,2
5021,2
857,2
3500,2
929,2
3217,2
1035,2
3359,2
2074,2
3188,2
1319,2
1640,2
239,2
1760,2
3234,2
4618,2
3235,2
4335,2
1684,2
3356,2
4541,2
1403,2
3686,2
2318,2
4978,2
1660,2
2568,2
2030,2
1359,2
2786,2
4674,2
252,2
1797,2
62,2
4718,2
151,2
1102,2
4387,2
1153,2
2284,2
1188,2
1223,2
3705,2
3974,2
4005,2
1251,2
4379,2
4078,2
4864,2
1624,2
468,2
584,2
3466,2
1642,2
2669,2
2211,2
570,2
2946,2
3911,2
2954,2
2306,2
1010,2
619,2
1046,2
4992,2
4555,2
3301,2
4780,2
2593,2
3681,2
4412,2
3065,2
832,2
4454,2
1907,2
3697,2
4359,2
1731,2
1862,2
563,2
546,2
3005,2
4287,2
2093,2
14,2
161,2
4061,2
4952,2
353,2
2849,2
368,2
4800,2
1876,2
817,2
2505,2
2696,1
4594,1
4980,1
625,1
1492,1
3399,1
64,1
3914,1
4216,1
2708,1
4246,1
1804,1
4925,1
3084,1
4217,1
3860,1
3310,1
3793,1
3811,1
1782,1
4741,1
4247,1
2766,1
3252,1
1657,1
649,1
1554,1
2637,1
2694,1
328,1
1271,1
2684,1
2280,1
4525,1
4416,1
4599,1
657,1
1234,1
4063,1
319,1
3847,1
4689,1
3658,1
2665,1
985,1
4797,1
805,1
2025,1
3973,1
2623,1
1973,1
2259,1
2594,1
81,1
1646,1
3827,1
833,1
1980,1
4038,1
322,1
4993,1
2333,1
803,1
4515,1
1748,1
4303,1
1031,1
4219,1
2622,1
2064,1
4751,1
4393,1
2476,1
10,1
2063,1
371,1
552,1
275,1
4673,1
4691,1
2602,1
4292,1
3854,1
2801,1
3754,1
4460,1
4213,1
602,1
2486,1
2558,1
3752,1
2822,1
2137,1
2656,1
1164,1
3290,1
2173,1
3800,1
2704,1
2746,1
80,1
1803,1
3198,1
920,1
1779,1
4127,1
1746,1
7,1
581,1
1425,1
2762,1
4977,1
4355,1
3288,1
3794,1
4200,1
4593,1
3449,1
4457,1
4343,1
4587,1
183,1
4852,1
2793,1
2396,1
554,1
4549,1
1930,1
520,1
3729,1
4013,1
3600,1
4615,1
2646,1
4244,1
168,1
477,1
4345,1
3482,1
3170,1
4847,1
3046,1
4891,1
3159,1
4970,1
4635,1
4964,1
2311,1
2278,1
1385,1
2004,1
4869,1
3294,1
1762,1
2416,1
4982,1
2261,1
3545,1
2608,1
1996,1
3859,1
3815,1
2433,1
259,1
1217,1
3834,1
4716,1
2445,1
2724,1
2829,1
3064,1
4134,1
4910,1
1168,1
4083,1
2024,1
165,1
2490,1
2607,1
395,1
225,1
775,1
2659,1
21,1
3501,1
3762,1
3073,1
1178,1
3163,1
4709,1
4866,1
3223,1
