userId,count
1022,230
244,157
4698,149
4577,147
997,131
1947,129
737,124
4431,118
3887,117
4161,115
1252,111
3216,111
3189,104
4155,102
818,101
2982,99
3473,99
3032,98
4058,96
4812,96
2725,95
3153,93
2883,93
198,90
4931,88
726,87
67,83
1636,82
2958,82
4765,81
4803,80
2638,79
1792,79
2366,78
203,77
2485,75
3276,74
3882,74
4963,73
649,71
4356,70
507,70
448,68
4289,65
1085,64
1149,62
2238,62
1408,61
883,61
3987,60
1000,60
2686,60
2760,60
4235,59
692,59
3980,59
839,58
1507,58
4044,57
2453,57
741,56
809,56
3674,55
1678,54
4877,54
3585,54
4299,54
1650,54
250,53
3707,53
3317,53
4874,52
3751,52
1338,52
2475,51
3736,51
1327,50
2353,49
3480,48
1023,46
3284,46
2479,45
812,45
1810,45
4101,44
2692,44
3592,44
1977,43
4450,43
2273,43
1956,42
25,42
471,41
1174,41
4648,41
3416,41
3741,40
2222,40
88,40
4482,40
3876,39
4042,39
701,39
2722,39
938,38
4770,38
690,38
4375,38
1984,37
3373,37
219,37
1171,37
3212,37
2470,36
4242,35
3595,35
596,35
4049,35
3889,34
4420,34
2106,33
422,32
4086,32
2957,32
819,32
4188,32
945,32
4867,31
1139,31
4771,31
3526,30
1457,30
3048,30
4927,30
4553,30
2219,30
1089,29
1705,28
504,27
3226,26
4198,26
2004,26
2490,26
4697,25
4097,25
3058,24
694,24
643,24
1332,24
3392,24
2717,24
87,23
1515,23
1464,23
4385,23
650,23
4947,23
4957,23
4505,22
3634,22
580,21
3527,20
2256,20
1480,20
421,19
4773,19
1864,19
2125,19
740,18
4565,18
1906,18
1858,18
2839,18
931,18
1268,18
1389,18
2162,17
2288,17
1598,17
3128,17
4775,17
2744,17
2526,17
3990,17
1819,17
355,17
3875,16
1492,16
3261,16
3867,16
729,16
3556,16
2857,16
4566,16
2524,16
467,15
4360,15
3894,15
555,15
4230,15
4991,15
2432,15
947,15
1651,14
1383,14
2777,14
1401,14
138,13
1477,13
3283,13
4762,13
2875,13
515,13
2563,13
2260,13
1001,13
1193,12
2979,12
4309,12
1087,12
1994,12
834,12
4081,12
3359,12
465,12
105,12
397,12
911,12
2756,11
3137,11
3930,11
3599,11
1356,11
1682,11
398,11
3543,11
3522,11
2276,11
1870,10
3733,10
3379,10
4373,10
98,10
826,10
1835,10
3896,10
4513,10
1567,10
3612,10
1881,10
893,10
3768,10
56,10
1325,10
4597,10
3754,10
3260,10
4791,9
3181,9
2521,9
3624,9
619,9
2873,9
4992,9
1018,9
414,9
4091,9
4283,9
3124,9
4839,9
2364,9
4578,9
2517,9
767,9
1142,9
1522,9
847,9
2732,9
1218,9
4888,9
2129,8
3953,8
317,8
11,8
1856,8
541,8
184,8
3724,8
4961,8
2359,8
1263,8
1554,8
4461,8
801,8
4815,8
3355,8
1448,8
2311,8
1857,8
3323,8
1817,8
376,8
1363,8
4488,8
1760,8
4129,8
1075,8
400,8
618,8
417,8
4050,8
2486,8
151,8
956,8
4180,8
4379,8
1103,8
2696,7
1903,7
4864,7
4951,7
4310,7
1605,7
4080,7
2774,7
4852,7
2856,7
1974,7
1275,7
1633,7
4404,7
3536,7
2274,7
2997,7
1203,7
2810,7
319,7
4999,7
1471,7
612,7
1755,7
4757,7
3367,7
4574,7
4658,7
2663,7
186,7
20,7
472,7
1690,7
3214,7
1660,7
65,7
4671,7
3776,7
3829,7
161,7
2937,7
2312,7
2874,7
4804,7
145,7
572,7
3939,7
2520,7
3434,7
4828,6
3914,6
4117,6
1635,6
4929,6
4878,6
4371,6
4013,6
4986,6
2337,6
3339,6
1046,6
1175,6
770,6
2075,6
3415,6
2163,6
604,6
3535,6
1113,6
3780,6
55,6
4689,6
4622,6
2122,6
3943,6
3141,6
241,6
4707,6
3062,6
4219,6
4350,6
4440,6
3803,6
127,6
1423,6
10,6
2941,6
3461,6
2607,6
1019,6
1255,6
1164,6
469,6
4952,6
2029,6
1712,6
3198,6
2054,6
2817,6
2110,5
2930,5
2964,5
2605,5
443,5
4200,5
4199,5
1536,5
3666,5
4609,5
195,5
3976,5
1039,5
3633,5
1106,5
3511,5
227,5
876,5
164,5
4137,5
1172,5
2625,5
1165,5
1234,5
3689,5
3047,5
4041,5
197,5
3465,5
3294,5
3056,5
4858,5
1231,5
2629,5
585,5
373,5
3410,5
3756,5
3236,5
852,5
3256,5
4288,5
3332,5
293,5
2884,5
3178,5
3678,5
4248,5
2985,5
1602,5
1180,5
2528,5
4813,5
4749,5
1896,5
2622,5
2318,5
36,5
4890,5
2104,5
2255,5
4846,5
1632,5
4074,5
2462,5
630,5
1094,5
2659,5
3290,5
2651,5
3477,5
2704,5
2284,5
1409,5
918,5
3419,5
1494,5
2489,5
564,5
795,5
2464,4
334,4
581,4
4066,4
200,4
495,4
2407,4
4272,4
3288,4
670,4
966,4
1296,4
2309,4
2013,4
4925,4
4802,4
3801,4
3509,4
4305,4
2671,4
4300,4
554,4
1930,4
3463,4
3195,4
4279,4
300,4
4741,4
2554,4
2426,4
2766,4
1657,4
224,4
614,4
1060,4
1865,4
1946,4
4060,4
3610,4
1053,4
2459,4
4525,4
452,4
2621,4
1302,4
4945,4
1527,4
1312,4
3240,4
1667,4
4655,4
3083,4
3832,4
292,4
190,4
2593,4
1955,4
4100,4
2084,4
1830,4
1116,4
728,4
4008,4
3815,4
2986,4
269,4
860,4
322,4
1944,4
152,4
4515,4
3787,4
1748,4
3985,4
3313,4
2850,4
3342,4
1843,4
2783,4
420,4
3014,4
2218,4
4687,4
855,4
775,4
2338,4
1687,4
4460,4
94,4
1704,4
2195,4
2207,4
1761,4
3045,4
3070,4
4496,4
3845,4
2655,4
3448,4
2456,4
2296,4
2367,4
975,4
3145,4
61,4
3390,4
2261,4
377,4
3502,4
2527,4
3571,4
1586,4
2381,4
1500,3
1425,3
886,3
3740,3
586,3
686,3
3777,3
3662,3
3325,3
2578,3
910,3
3131,3
34,3
2572,3
2188,3
4974,3
3449,3
1379,3
3080,3
663,3
712,3
3105,3
187,3
2350,3
2131,3
3947,3
179,3
1260,3
440,3
3044,3
1030,3
1981,3
1592,3
2845,3
5029,3
2734,3
502,3
3640,3
1777,3
4640,3
2481,3
889,3
1108,3
2376,3
2473,3
4208,3
2148,3
2062,3
525,3
3788,3
1208,3
4436,3
2667,3
1668,3
3877,3
1935,3
3603,3
1875,3
2832,3
2502,3
41,3
4346,3
4811,3
345,3
2899,3
4763,3
3899,3
1397,3
582,3
1059,3
2246,3
3734,3
1449,3
4039,3
3122,3
4982,3
4462,3
245,3
615,3
4322,3
1399,3
3872,3
3668,3
4996,3
2175,3
416,3
511,3
4807,3
2897,3
540,3
3257,3
687,3
2606,3
4637,3
180,3
1081,3
3435,3
2876,3
4335,3
4134,3
3439,3
2754,3
1342,3
3180,3
463,3
1403,3
2264,3
37,3
2595,3
4123,3
3708,3
