userId,count
2533,212
997,194
1302,192
3261,147
219,140
4803,130
59,126
4155,125
1492,123
88,123
1338,122
2599,120
244,115
2441,105
2262,103
606,100
2779,97
2181,95
4482,91
2468,90
2490,89
4508,87
2638,87
2222,87
1139,85
4309,84
692,83
643,81
541,80
2709,80
4771,79
1574,79
737,77
4161,74
3763,70
3785,69
2470,68
4215,66
108,66
4390,65
4563,65
1976,64
2393,63
815,63
2436,62
278,62
11,61
4284,59
2588,58
4364,58
589,58
4505,57
4621,56
1210,56
2559,56
1705,55
67,55
571,55
4754,52
3232,51
2818,50
854,49
4150,49
856,48
3595,48
1009,48
3875,47
1977,47
3961,47
2756,46
4196,46
18,45
3735,45
2235,45
3861,44
12,44
953,43
3670,42
3032,42
305,42
3736,41
3841,41
3124,41
1609,40
839,40
180,40
4230,39
3748,38
1947,38
1984,37
1464,36
1824,35
2366,35
4845,34
969,34
3284,34
2273,34
4698,33
4957,33
3295,32
4812,32
3588,32
191,32
3630,31
2873,31
3842,31
2732,31
308,30
3741,30
976,30
414,30
2937,30
1086,29
3058,28
4947,28
3882,27
1201,27
555,27
4503,27
3515,27
4360,26
1536,25
4874,25
1416,25
4431,25
3712,25
601,25
819,25
1068,25
355,25
502,24
2080,24
4577,24
3955,23
1016,23
649,23
3048,23
1724,23
4050,23
1109,22
3541,22
2695,22
2984,22
4270,22
1678,21
4802,21
835,21
2106,21
2458,21
2930,20
1304,20
4341,20
905,20
3182,20
3065,20
3514,20
727,19
2435,19
2238,19
127,19
2432,19
1695,18
1268,18
812,18
701,18
3762,18
3226,17
4609,17
1890,17
3687,17
1913,17
3137,16
3797,16
1668,16
3603,16
4773,16
3473,16
1103,16
1486,15
3149,15
1554,15
4815,15
156,15
399,15
950,15
2417,15
123,15
3290,15
703,14
4091,14
2063,14
4566,14
572,14
234,13
3720,13
3060,13
1651,13
1261,13
3069,13
3079,13
1035,13
465,13
3342,13
3419,13
2013,12
3246,12
1802,12
4622,12
2675,12
1450,12
3387,12
4332,12
721,12
3227,12
2029,12
4529,12
2874,12
655,12
956,12
2203,12
4403,11
3867,11
476,11
2261,11
3318,11
540,11
2053,11
400,11
467,10
3863,10
4765,10
4951,10
1296,10
1941,10
1877,10
4877,10
1046,10
3599,10
319,10
2982,10
4999,10
3022,10
3899,10
471,10
3502,10
3556,10
2517,10
4922,10
3927,10
591,9
2034,9
3553,9
4310,9
4256,9
1087,9
3940,9
2484,9
4462,9
2589,9
2070,9
1760,9
1332,9
922,9
893,9
803,9
391,9
253,9
1401,9
2343,9
1417,9
4460,9
2983,9
529,9
3705,9
2464,8
1856,8
3642,8
3449,8
3801,8
1039,8
1010,8
2741,8
421,8
1657,8
549,8
4992,8
2459,8
3718,8
4899,8
4347,8
2004,8
4513,8
1148,8
4110,8
93,8
3185,8
3832,8
3704,8
4209,8
3317,8
1937,8
1848,8
698,8
362,8
2950,8
417,8
925,8
2698,8
1522,8
1409,8
4914,8
1363,8
2294,7
800,7
926,7
3641,7
2144,7
521,7
1215,7
3794,7
4833,7
4198,7
3958,7
1833,7
3195,7
2028,7
3296,7
